Sample_ID,UBA4717,RUG841,Phoenicibacter,Bariatricus,SIG333,Butyribacter,Gemella,RUG14243,Eubacterium_Q,UBA7173,UMGS1264,Pseudodesulfovibrio,Actinomarina,Copromorpha,RUG760,Frisingicoccus,Ligilactobacillus,Choladousia,UBA3633,CAG-603,SIG598,NK4A144,RUG11462,Nodosilinea,Faecalibacterium,Butyrivibrio_A,HGM12619,Firm-04,Avoscillospira,RUG762,Desulfovibrio,Coprobacter,XBB1006,SIG452,Erysipelatoclostridium,SIG351,UMGS1994,HUN007,CAJFUR01,JAGTTR01,UBA5436,Gemmiger,Longibaculum,Limivivens,RGIG7179,Azospirillum,Ventricola,Parasutterella,RGIG426,UMGS1601,UBA11774,Clostridium_A,Ventrenecus,RGIG4708,QXXE01,RGIG5472,SFDP01,MGBC163016,Exiguobacterium_A,Ventrisoma,SIG607,Scatosoma,UMGS1590,UBA3857,OLB17,Falcatimonas,UMGS1312,UBA738,CAG-1000,Acetivibrio,CAG-83,Fibrobacter,CAG-1782,UBA5905,RGIG1588,UBA3774,Pelethousia,UBA3305,Saccharibacillus,Faecalibaculum,UBA1436,Bacillus_D,UMGS1851,Group
ID.112,1.62466E-06,8.89694E-07,0,8.98978E-05,0,0.000186604,6.32843E-05,1.62466E-06,1.9070405538943198e-5,2.24358E-06,6.65337E-06,5.80235E-06,1.9728E-06,2.53756E-05,0,9.49265E-05,5.80622E-05,3.60133E-05,1.85675E-06,9.631908679912488e-6,0,5.99577E-06,0,0,0.001142406,2.901177313226653e-6,3.59746E-06,8.510120118798182e-7,6.84678E-06,9.28377E-07,4.37111E-06,7.34965E-07,1.08311E-06,1.19915E-06,0.014600697,0,0,1.35388E-06,0,1.48153E-05,0,4.3595E-05,9.94137E-06,5.2608E-05,0,2.93986E-06,5.06739E-06,5.37685E-06,0,0,5.95708E-06,2.5143536714630994e-6,7.73647E-07,0,2.43699E-06,1.81807E-06,1.09858E-05,0,4.255060059399091e-7,5.9184E-06,1.35388E-06,6.34391E-06,0,6.18918E-07,0,1.06377E-05,0,1.15273E-05,8.896943760561736e-7,0,2.429639293916881e-4,3.288E-06,0,8.66485E-06,0,0,1.74071E-06,0,4.64188E-07,0,7.34965E-07,3.829554053459182e-6,0,IBD
ID.113,0.00017585,6.45655E-07,1.34175E-06,0.006932401,9.5335E-06,0.000326086,3.86384E-06,2.44138E-06,3.140507548592747e-5,0.00035854,2.80961E-05,1.71502E-06,7.36451E-07,0.001462046,4.11605E-06,0.000110447,7.193E-06,0.001838039,3.44013E-06,9.326692029148713e-5,3.48049E-06,2.01364E-05,4.12614E-06,1.10972E-06,0.020007495,1.3479062433905455e-4,2.21742E-05,1.6171646644375756e-5,2.02171E-05,1.19749E-05,5.32666E-06,8.42479E-05,6.20434E-06,1.57378E-06,4.83636E-05,1.12788E-05,5.75037E-07,4.53976E-06,4.30773E-06,0.000307403,1.16016E-06,0.001594193,1.38211E-06,0.002280818,1.68476E-06,8.72643E-06,0.008180291,1.27315E-05,5.56878E-06,2.82878E-05,0.000720723,1.520719909652652e-4,4.338E-07,8.37334E-06,1.99447E-05,5.75037E-06,2.67644E-05,1.53343E-05,6.254785352160304e-7,1.82398E-05,3.87393E-06,0.002133275,3.83459E-05,4.25729E-06,2.81465E-06,2.27997E-05,0.000414299,0.00030593,1.1924445622989484e-5,8.67599E-07,0.058805636,5.5486E-06,2.5594178126501118e-5,0.00046581,7.06185E-07,2.84492E-06,1.28728E-05,2.7743E-06,1.82599E-06,4.04543E-06,1.32158E-06,1.0693665279499876e-6,0.000156238,Healthy
ID.114,1.72672E-05,1.48535E-06,1.65942E-06,0.007225056,2.98231E-06,0.001021947,7.47319E-06,3.27242E-06,3.263138830647701e-5,0.000560779,1.90427E-05,6.17351E-06,5.68612E-07,0.001050041,5.65131E-06,0.000157564,2.63767E-05,0.001913404,3.226E-06,8.951583548938965e-5,2.79664E-06,1.71396E-05,4.39804E-06,1.8799E-06,0.066258672,0.005182554,4.21237E-05,2.6771199439204296e-5,4.44562E-05,1.48071E-05,0.001248209,0.000891201,6.49843E-06,1.10241E-06,2.33247E-05,4.47927E-06,1.16159E-05,7.09025E-06,0.000449935,0.000986844,4.04991E-06,0.026616514,1.52017E-06,0.002675646,1.67102E-06,8.44796E-06,0.007097234,9.05486E-05,3.96868E-06,5.22195E-06,0.002556156,7.098371346753908e-5,6.44041E-06,2.73978E-05,6.83611E-05,4.86222E-06,2.34059E-05,1.73717E-05,6.382383914851479e-7,1.79171E-05,5.11751E-06,0.00167497,8.29478E-05,8.23908E-06,2.73862E-06,4.36671E-05,0.000133438,0.002533261,7.152911718389913e-5,1.74065E-06,0.047637162,6.62607E-06,4.0824048386268185e-5,0.000369761,1.47375E-06,3.45809E-06,3.02061E-05,3.53932E-06,2.37889E-06,2.56456E-06,1.76386E-06,9.399510856417633e-7,0.000173195,Healthy
ID.115,1.8811E-06,1.8811E-06,3.21567E-06,0.009332625,4.46127E-06,0.000790114,8.21076E-06,3.57155E-06,5.213707148764007e-5,0.000886229,2.45052E-05,1.41083E-06,7.49899E-07,0.000336184,2.65642E-06,0.000198723,5.57976E-06,0.001508861,2.05905E-06,1.418199521353213e-4,9.40552E-07,2.02219E-05,3.3809E-06,4.70276E-07,0.085421647,1.7006192503769482e-4,1.61419E-06,1.4832755345215984e-5,8.14721E-06,6.30424E-06,5.14761E-06,0.000135681,4.69005E-06,9.78682E-07,0.000385715,3.60969E-06,8.79416E-05,1.01681E-05,6.26357E-05,0.000241315,4.71547E-06,0.015302802,0.000106854,0.001804804,6.35508E-07,3.1267E-06,6.65631E-05,0.013571272,1.51251E-06,1.79467E-05,0.000336514,6.789131334744746e-4,5.46537E-06,3.37963E-05,6.72495E-05,2.03363E-06,3.50292E-05,6.60928E-06,9.913923881121225e-7,2.84326E-05,2.10989E-06,0.000537462,5.64458E-05,1.61419E-06,1.77942E-06,8.0646E-05,8.0074E-06,3.5258E-05,7.434171894958723e-5,1.19475E-06,0.003486498,2.9996E-06,3.851178123050937e-6,6.59657E-05,9.65972E-07,1.11849E-06,9.35468E-06,2.61829E-06,1.47438E-06,3.59697E-06,5.08406E-07,1.2710158821950287e-6,9.35468E-06,Healthy
ID.116,1.69571E-05,4.43111E-07,7.67338E-07,0.008377205,3.55569E-06,0.000989845,4.40949E-06,3.1342E-06,4.298175257626e-5,0.000175731,4.34465E-06,1.78325E-06,6.2684E-07,0.000700115,1.90213E-06,8.25915E-05,5.40379E-06,0.001250978,2.17232E-06,1.8242117217367174e-4,1.36176E-06,2.23717E-05,1.68598E-06,1.15641E-06,0.026709858,2.279210912951338e-4,2.23717E-06,1.2915060178182222e-5,5.76044E-06,6.62505E-06,0.000107525,6.91685E-06,7.8463E-06,5.40379E-07,3.19364E-05,8.76495E-06,8.87302E-06,4.73372E-06,3.51246E-06,0.000262019,3.65296E-06,0.010444533,1.82648E-06,0.001739869,1.27529E-06,6.99251E-06,0.002123387,5.70424E-05,1.17803E-06,1.26989E-05,0.002663107,1.7032748820765844e-5,9.27291E-06,4.34465E-06,8.36507E-06,1.18883E-06,2.96128E-05,6.71151E-06,5.72801832170425e-7,1.12939E-05,3.17743E-06,9.51499E-05,7.08113E-05,8.75414E-07,1.01591E-06,0.00012901,8.27861E-06,0.000600837,2.4608863619850142e-5,7.24108E-07,0.005155584,9.74844E-06,1.5670993521643701e-6,5.04606E-05,6.05225E-07,3.97719E-06,8.74333E-06,2.43171E-06,1.21045E-06,9.19725E-06,1.78325E-06,5.944169956485542e-7,6.20571E-05,Healthy
ID.117,1.20237E-05,1.07378E-06,8.21908E-07,0.005215056,1.24612E-06,0.000930943,6.07151E-06,1.16658E-06,3.152413185550112e-5,0.000156626,0.000218137,4.00349E-06,3.39368E-06,0.001304593,3.16832E-06,6.49307E-05,7.82138E-06,0.000862274,1.81615E-06,1.0174420184649752e-4,3.7251E-06,1.43171E-05,3.92395E-06,2.015E-06,0.038216315,3.855011582665991e-5,1.3071E-05,2.115749135465929e-5,2.98671E-05,1.11753E-05,3.61639E-05,0.001991959,3.03576E-06,1.64382E-06,0.000638132,6.29687E-06,1.48606E-05,5.88592E-06,0.000279594,0.000223731,1.69684E-06,0.021377948,3.27437E-06,0.000469084,1.41845E-06,7.7551E-06,0.002150057,0.000529985,2.25362E-06,1.35482E-05,0.001351362,2.4354976890213063e-4,1.7671E-05,1.12151E-05,5.66321E-05,4.01674E-06,1.37206E-05,7.11878E-06,1.683584838372011e-6,9.84963E-06,1.05125E-05,0.00062803,6.09007E-05,6.60177E-06,1.76312E-06,1.65442E-05,7.33751E-05,9.11124E-05,9.759489433145469e-5,1.59079E-06,0.038157986,4.4277E-06,1.4476178295293197e-5,6.58587E-05,9.2796E-07,3.15506E-06,0.000133891,1.47148E-06,3.6323E-06,4.78562E-06,1.48474E-06,1.1665784706829684e-6,0.000112429,IBD
ID.118,2.72521E-07,5.70997E-07,3.89316E-07,0.000275908,9.86267E-07,0.00022932,2.26322E-05,1.37558E-06,3.37926258157597e-5,0.000261114,6.21608E-06,4.10079E-06,6.22906E-07,2.65254E-05,8.04586E-07,6.30951E-05,5.35958E-06,0.000309532,1.01222E-06,6.766311482464326e-5,2.46567E-07,1.77917E-05,5.06111E-07,3.76339E-07,0.000477924,5.305078891506361e-5,2.68628E-06,7.0206645800023025e-6,7.5138E-06,1.34444E-05,2.91727E-05,9.72252E-05,2.54353E-06,1.27566E-05,0.011957204,6.22906E-07,6.61837E-07,3.04964E-06,3.51682E-06,5.66714E-05,8.04586E-07,0.002135502,9.10999E-06,0.000211295,5.19088E-07,1.79085E-06,3.74133E-05,1.12123E-05,1.94658E-07,9.21381E-07,3.09506E-05,0.00266479,8.17564E-07,2.20612E-07,9.14893E-06,4.54202E-07,2.52666E-05,6.3718E-06,5.190879541591351e-7,2.12696E-05,2.46567E-07,4.02293E-06,3.09376E-05,4.41225E-07,6.22906E-07,2.49941E-05,5.70997E-07,2.77712E-06,1.3677967592093211e-5,2.72521E-07,2.786723681903317e-4,7.5138E-06,1.946579828096757e-6,4.38629E-06,1.85574E-06,6.4886E-07,1.31589E-05,1.01222E-06,7.13746E-07,4.02293E-07,5.70997E-07,3.3870489008883566e-6,6.43669E-06,IBD
ID.119,7.24181E-07,2.70293E-06,3.7739E-07,0.008603026,2.90692E-06,0.000449971,1.55648E-05,4.07989E-06,4.04419401380748e-5,6.99294E-05,0.000157004,9.30216E-06,9.17976E-07,0.001578256,2.65193E-06,0.000139828,1.25763E-05,0.002151593,2.98852E-06,9.428632903817489e-5,1.56056E-06,2.3184E-05,3.7433E-06,1.66256E-06,0.003751982,1.2252938887230582e-4,2.64173E-06,3.5607266840357915e-5,2.66315E-05,1.42796E-05,1.38716E-05,4.65006E-05,5.67105E-06,1.12197E-06,0.0027852,5.00807E-06,2.70293E-06,6.59923E-06,0.000562219,0.000342487,1.51976E-06,0.028329747,1.95835E-06,0.000613422,1.03017E-06,4.45728E-06,0.005324679,0.006798785,2.13174E-06,3.9779E-05,0.001704192,0.003583095,1.86655E-06,8.28218E-06,2.35716E-05,1.64216E-06,7.4815E-05,7.99659E-06,7.751796848659988e-7,0.001104223,2.68253E-06,1.40246E-05,0.000122835,2.92732E-06,1.33616E-06,6.39421E-05,4.46748E-06,0.009366098,7.505983290695901e-5,1.21377E-06,0.011540641,1.13523E-05,2.651930500857364e-6,3.14254E-05,7.03782E-07,2.08075E-06,3.19252E-05,1.78495E-06,1.83595E-06,1.83595E-06,7.5478E-07,1.6217574986012342e-6,0.00026656,Healthy
ID.120,1.43101E-06,5.23851E-07,1.16269E-06,0.00017135,4.98297E-06,0.009697271,7.16781E-06,1.52045E-06,3.493190763109243e-5,0.000106086,3.06006E-05,1.0477E-06,8.30495E-07,0.000220682,2.19762E-06,0.000457986,5.37905E-06,0.000188241,1.73765E-06,1.406731174170913e-4,8.56049E-07,9.35265E-06,2.38927E-06,6.51619E-07,0.067801747,5.3662769586901315e-5,5.11074E-06,9.812620724461955e-6,5.63459E-06,4.06304E-06,1.63927E-05,6.05623E-05,5.92846E-06,7.15504E-07,0.00066759,5.49405E-07,3.60307E-06,2.65758E-06,0.000192675,4.10137E-05,6.00512E-07,0.011446946,1.546E-06,0.00025799,3.57752E-07,2.97701E-06,0.003996535,0.009194681,8.17718E-07,2.69975E-05,4.61244E-05,4.675304916009269e-4,1.63544E-06,5.74958E-07,1.61372E-05,9.58264E-07,2.89268E-05,1.30452E-05,3.449749473443656e-7,0.00027713,1.07326E-06,0.001736744,2.7713E-05,1.3799E-06,1.43101E-06,2.94634E-05,9.41526E-05,1.36329E-05,3.756393871083092e-5,3.96082E-07,5.159930832778594e-4,5.99234E-06,2.325386682099057e-6,2.72658E-05,5.36628E-07,4.34413E-07,1.6316E-05,9.19933E-07,1.58433E-06,1.07326E-06,8.30495E-07,1.2904618400659602e-6,3.09455E-05,IBD
ID.121,3.09037E-06,2.42906E-06,2.41634E-07,0.003034349,5.16333E-06,0.001387767,4.33669E-06,1.75502E-06,2.9237695200245083e-5,0.000251554,4.2731E-06,2.81058E-06,6.35879E-07,0.000323433,1.08099E-06,5.45329E-05,4.89626E-06,0.001211272,6.09172E-06,1.634335019653543e-4,8.52077E-07,1.30864E-05,2.03481E-06,4.45115E-07,0.055451559,4.7131317273644314e-5,1.666E-06,6.867488215803543e-6,8.73697E-06,4.05691E-06,5.61608E-05,0.000495947,2.54351E-06,3.6881E-07,8.53603E-05,2.14927E-06,1.36078E-06,2.02209E-06,1.24632E-06,0.000254161,5.2142E-06,0.020867893,1.30991E-06,0.00172028,7.88489E-07,1.93307E-06,0.002176256,0.006994041,9.66535E-07,6.30792E-06,0.000358114,9.512742935964907e-5,7.88489E-07,1.86948E-06,1.75121E-05,9.91971E-07,5.50798E-05,3.23026E-06,5.468555431102821e-7,2.04117E-05,5.34138E-07,6.37023E-05,4.99037E-05,1.13186E-06,1.47524E-06,8.24226E-05,2.13655E-06,0.000629469,5.60208992418789e-5,7.50337E-07,0.00421239,2.98863E-06,1.3989327847007218e-6,2.55623E-05,3.6881E-07,5.34138E-07,6.5114E-06,8.9023E-07,5.08703E-07,1.79318E-06,7.75772E-07,6.231609677303214e-7,2.8818E-05,Healthy
ID.122,3.25387E-05,2.35686E-06,0,0.000255772,1.12566E-06,0.00388347,3.09558E-06,1.3719E-06,2.831748380899495e-5,0.000164945,0.000185348,3.83429E-06,2.35686E-06,0.000630653,1.72367E-06,6.42332E-05,0.002540307,0.001511943,5.13584E-06,7.021328904689928e-5,1.02013E-06,1.54075E-05,2.77898E-06,1.3719E-06,0.08049943,6.542921724811255e-5,4.11571E-06,2.4799783956945887e-5,5.49113E-05,7.35199E-06,0.001874125,0.000978589,4.81925E-06,9.49779E-07,2.57144E-05,1.3719E-06,1.71664E-05,8.09071E-06,0.000246485,0.000614753,4.22124E-07,0.009656473,2.25133E-06,0.001259548,1.05531E-06,4.74889E-06,0.00158008,0.001856466,1.26637E-06,4.4323E-06,0.00260943,3.4265914258809914e-4,1.58296E-06,1.094E-05,2.61717E-05,1.65332E-06,2.43073E-05,6.33186E-06,4.5730098076637805e-7,5.70571E-05,9.14602E-07,0.000166985,3.48604E-05,2.39204E-06,1.12566E-06,1.72016E-05,8.09071E-06,4.87201E-05,8.966616922873059e-5,6.68363E-07,0.023799878,4.53783E-06,1.6884959289835497e-6,8.92792E-05,8.79425E-07,1.47743E-06,2.47998E-05,1.58296E-06,1.6885E-06,2.56792E-06,3.86947E-07,2.110619911229437e-6,4.34436E-05,Healthy
ID.123,2.09975E-06,3.94318E-07,8.58628E-06,0.005705275,5.74719E-06,0.018680016,2.62123E-05,2.03074E-06,5.062062363267633e-5,8.86132E-05,3.09047E-05,5.8162E-07,1.04494E-06,0.000393293,2.93767E-06,5.64664E-05,1.20169E-05,0.000393421,2.18847E-06,4.0800124068339006e-4,4.3375E-07,2.40238E-05,1.51813E-06,3.64745E-07,0.081988011,6.263747664304292e-5,1.01537E-06,5.510599534696411e-6,4.34736E-06,5.59932E-06,4.51495E-06,4.59972E-05,4.60367E-06,1.37223E-05,0.000680909,2.20818E-06,5.3233E-06,2.06031E-06,4.14034E-06,6.03209E-05,1.29139E-06,0.014426661,4.3375E-06,0.001000583,8.87216E-07,1.71529E-06,2.53152E-05,0.006633677,7.98495E-07,1.19281E-06,5.70283E-05,1.2598472639252258e-5,7.88637E-07,2.43787E-05,1.34068E-05,1.0548E-06,5.56876E-05,3.6573E-06,5.619037092624247e-7,2.29099E-05,1.87301E-07,4.36708E-06,4.33652E-05,7.59063E-07,3.67702E-06,0.000191106,6.79213E-06,1.02227E-05,9.231979363583521e-5,9.36506E-07,3.341059739354754e-4,7.96523E-06,3.213694898588604e-6,8.69472E-06,8.28069E-07,8.18211E-07,7.37375E-06,1.49841E-06,3.74602E-07,1.94202E-06,5.91478E-07,7.097731064367469e-7,1.37617E-05,IBD
ID.124,8.90204E-07,6.67653E-07,6.67653E-07,0.000257759,2.31453E-06,0.000451111,1.49109E-05,2.00296E-06,3.0044378885878762e-5,0.00015445,2.80414E-06,7.12163E-07,5.34122E-07,3.76556E-05,1.69139E-06,5.12757E-05,3.16022E-06,0.000972637,9.48067E-06,2.9835180988451164e-4,7.56673E-07,1.92284E-05,0,9.34714E-07,0.102306807,3.642268924787347e-4,9.34714E-06,7.299671314494989e-6,9.21361E-06,3.38277E-06,2.58159E-06,4.3709E-05,3.69435E-06,9.34714E-07,0.002698208,7.07712E-06,6.79226E-05,2.31453E-06,5.11867E-06,3.40058E-05,2.181E-06,0.003751185,0.004578941,0.000175593,6.23143E-07,3.02669E-06,2.49702E-05,0.006029484,6.67653E-07,1.81602E-05,3.09791E-05,8.056344560509712e-6,1.69139E-06,1.38872E-05,5.83084E-06,1.42433E-06,2.11423E-05,2.40355E-06,1.0682445826090228e-6,0.000223975,5.34122E-07,5.96437E-06,3.33381E-05,6.23143E-07,6.23143E-07,6.3249E-05,0,1.13501E-05,8.363464878009806e-5,7.12163E-07,2.492125590844966e-4,5.96437E-06,8.145364942393798e-6,4.05043E-06,0,5.78632E-07,1.54895E-05,1.7359E-06,4.45102E-07,1.95845E-06,7.12163E-07,1.379815919203321e-6,7.61124E-06,IBD
ID.125,2.52385E-07,2.52385E-07,4.38352E-07,0.003136489,7.0402E-07,0.000281382,1.80123E-05,3.33413E-06,2.0934632235165313e-5,0.000119723,5.30937E-05,1.52759E-06,5.04769E-07,2.16254E-05,3.40055E-06,6.09177E-05,3.7592E-06,0.000218605,1.85968E-06,2.3061303948902602e-4,7.0402E-07,1.44789E-05,8.36854E-07,2.78951E-07,0.062616893,1.0458017740320845e-4,4.25069E-07,8.607640665220256e-6,6.1635E-06,1.87296E-06,0.001132981,7.59013E-05,1.10385E-05,8.10287E-07,0.000322003,1.58072E-06,1.46117E-06,4.86172E-06,0.000218379,4.42868E-05,2.86921E-06,0.014426964,1.70027E-06,9.08584E-05,1.23536E-06,3.41383E-06,2.04697E-05,0.001884104,2.12534E-07,3.45767E-05,8.05638E-05,0.001691494,1.96594E-06,4.84844E-06,8.46152E-06,3.85218E-07,3.06448E-05,1.3217E-05,7.305867848566574e-7,8.82018E-06,1.59401E-07,4.60934E-06,9.66633E-05,3.18802E-07,5.57903E-07,4.86836E-05,2.45743E-06,8.84674E-06,1.581521138273339e-4,3.71935E-07,2.4009738429607425e-4,6.90737E-06,1.846392056274098e-6,8.18257E-06,2.39101E-07,1.67371E-06,1.73747E-05,1.11581E-06,7.8372E-07,9.82971E-07,1.46117E-07,5.977528239736289e-7,1.32834E-05,IBD
ID.126,6.62255E-06,1.97548E-06,5.64422E-07,0.000155705,5.92643E-06,0.000171133,1.87012E-05,7.61969E-06,6.872773098284117e-5,7.21707E-05,0.000125998,7.60088E-06,4.62826E-06,0.000499344,1.30758E-05,0.002091652,1.42987E-05,0.001002845,8.50395E-06,7.100423124260678e-5,9.89619E-06,4.08641E-05,1.53899E-05,5.26793E-06,0.001609429,1.84848058282621e-4,2.00934E-05,5.7909651236021114e-5,0.000977484,4.4928E-05,3.69508E-05,5.61599E-05,1.13449E-05,5.6254E-06,0.0083144,1.60296E-05,0.000152375,1.06111E-05,0.000137926,2.28026E-05,4.30842E-06,0.010105328,8.91786E-06,0.000448828,5.8888E-06,2.03944E-05,0.002904231,7.26222E-06,9.74568E-06,4.85779E-05,0.000115481,8.302829170555061e-4,0.00035203,7.03646E-06,7.40897E-05,1.1025E-05,5.81166E-05,1.32075E-05,1.84377706989281e-6,0.001753545,1.57474E-05,0.00018703,1.58979E-05,1.7704E-05,3.78162E-06,8.07123E-06,6.71285E-05,0.000118002,2.037373662231555e-4,5.85117E-06,0.001741843,1.39412E-05,1.2548972506311267e-5,8.0035E-05,2.25769E-06,9.57635E-06,0.015323575,7.69495E-06,6.30271E-06,1.2041E-06,3.744E-06,2.539896984036014e-6,0.00015373,IBD
ID.127,4.34281E-06,3.66222E-06,4.10514E-07,0.012361612,1.04789E-06,0.000181123,1.83111E-05,2.19301E-06,3.111266304723407e-5,8.0396E-05,0.000249258,2.91681E-06,2.91681E-07,0.000307767,3.9431E-06,0.000765091,8.49116E-06,0.000430295,1.68527E-06,9.716225397459139e-5,1.50162E-06,1.09218E-05,1.77169E-06,1.05869E-06,0.13727648,7.181839720069864e-5,4.25639E-06,2.2535074693239675e-5,9.33704E-05,4.22398E-06,4.10514E-06,0.000106777,3.99711E-06,2.04177E-06,0.003200931,2.34425E-06,4.75332E-07,2.79798E-06,0.00027579,2.44796E-05,4.64529E-07,0.000946743,7.38926E-06,0.000195038,3.34893E-07,5.70399E-06,6.80265E-05,1.40439E-05,2.36586E-06,2.43068E-06,2.30752E-05,3.269098251640105e-4,5.50953E-07,5.8898E-05,6.58767E-05,2.53871E-06,3.09938E-05,7.23477E-05,3.024842240703312e-7,1.86244E-05,1.25315E-06,0.000454817,5.78393E-05,4.00792E-06,1.83651E-06,2.77529E-05,4.12675E-06,1.99964E-05,4.742520513102693e-6,4.53726E-07,0.01380686,4.46164E-06,4.915368641142882e-6,2.92978E-05,1.83651E-07,1.426E-06,1.79978E-05,1.27475E-06,1.56644E-06,5.18544E-07,7.77817E-07,5.725594241331269e-7,2.98487E-05,IBD
ID.128,5.77646E-06,6.49652E-06,1.53612E-06,0.000824625,2.5282E-06,0.0004998,0.000226962,1.53612E-06,6.536518738127058e-5,8.62468E-06,1.00808E-06,3.60029E-06,6.20849E-06,8.52228E-05,1.04008E-06,0.000125898,9.79278E-06,0.000346203,5.93647E-06,1.3913104143944863e-4,3.04024E-07,2.08497E-05,8.16065E-07,6.72053E-07,0.000679686,7.565400390174964e-5,1.08809E-06,6.576521912778998e-6,1.18409E-06,8.57668E-06,6.03248E-06,4.62437E-06,1.84655E-05,4.36835E-06,0.003532136,4.96039E-07,4.00032E-06,5.0884E-06,1.04808E-05,8.38147E-05,1.39211E-06,0.00020288,1.17929E-05,0.000167837,1.16809E-06,8.48067E-07,1.44811E-05,6.64693E-05,0,1.40331E-05,0.000179118,1.7841415894765408e-5,1.2481E-06,1.76014E-07,2.44499E-05,1.76014E-07,7.83742E-05,3.16825E-06,4.800380958232846e-7,4.48196E-05,2.16017E-06,3.31226E-05,1.36011E-06,3.50428E-06,5.92047E-07,0.000156684,0,4.60837E-06,2.768219685914274e-6,1.08809E-06,2.4958780728838643e-4,2.14417E-06,7.5686006441471195e-6,7.12057E-06,1.05608E-06,7.04056E-07,1.10889E-05,3.23226E-06,1.39211E-06,0,1.05608E-06,4.960393656840607e-7,5.72845E-06,IBD
ID.129,1.15801E-07,0,0,7.27228E-06,0,6.14901E-06,8.43145E-05,0,1.8528104024557799e-6,2.10757E-06,2.08441E-07,7.6081E-06,6.94804E-07,2.48971E-06,0,2.4874E-05,0.078536823,4.48149E-06,1.11169E-06,5.442630557213853e-7,0,5.67423E-07,0,5.67423E-07,0.00014372,1.3085473467343944e-6,0,7.550202390007303e-6,1.27381E-07,2.95292E-06,8.33186E-05,8.10605E-07,0,1.62121E-07,9.28721E-06,0,6.83224E-07,5.44263E-07,2.43181E-07,4.40042E-07,8.80085E-07,1.9883E-05,5.32683E-07,1.81807E-06,1.73701E-07,3.05714E-06,4.38884E-06,5.66265E-06,0,0,1.40119E-06,1.5169885170106697e-6,3.70562E-07,0,6.71644E-07,0,1.20433E-06,1.50541E-07,3.821421455065046e-7,3.01082E-07,0,1.47067E-06,1.50541E-07,1.16959E-06,9.49565E-07,1.38961E-07,0,5.79003E-07,2.5707744334073944e-6,1.00747E-06,2.1106984503475935e-4,2.675E-06,0,3.35822E-07,0,0,6.60064E-07,0,3.82142E-07,0,2.48971E-06,3.937222105218532e-7,3.46244E-06,IBD
ID.130,1.10335E-07,2.32623E-06,2.90549E-06,0.00025629,2.59287E-06,0.001532147,5.62708E-06,2.10556E-06,6.865589782619539e-5,7.11017E-05,3.0526E-06,9.74625E-07,3.2181E-07,1.08496E-05,1.94006E-06,0.000378394,4.24789E-06,0.000486136,2.50092E-06,1.8864511258873053e-4,1.47113E-07,4.02355E-05,3.40199E-06,5.60869E-07,0.000172784,1.3215363860397835e-4,3.46636E-06,3.962862188709015e-6,6.01325E-06,3.88011E-06,5.60869E-06,4.00884E-06,9.01988E-06,7.99928E-07,0.01065667,1.98603E-06,3.67783E-07,5.67305E-06,3.49394E-07,3.41395E-05,4.44098E-06,7.16717E-05,1.81225E-05,0.000284425,6.89593E-07,2.05039E-06,1.39482E-05,1.4509E-05,2.48254E-07,2.29405E-05,4.9807E-05,2.8779022391320687e-6,3.2181E-06,1.37919E-07,7.1166E-06,0,9.75544E-05,9.19458E-08,1.5630778934583122e-7,3.65852E-05,6.89593E-07,3.11696E-06,2.39978E-06,3.67783E-07,1.16771E-06,4.26261E-05,1.18058E-05,3.28246E-06,8.367064017923906e-7,8.09123E-07,8.548197162048192e-5,1.57963E-05,2.4825354778455544e-7,6.9511E-06,2.11475E-06,7.81539E-07,2.95146E-06,2.26187E-06,1.55388E-06,0,4.4134E-07,9.286521602311148e-7,1.56308E-06,IBD
ID.131,4.9757E-07,1.28539E-06,0,6.61077E-05,4.56106E-07,8.2417E-05,5.25628E-05,9.12212E-07,2.939811241727617e-5,6.48224E-06,3.59356E-07,3.17892E-07,1.4236E-06,8.66602E-06,0,2.44501E-05,1.30889E-05,3.70828E-05,1.72767E-06,1.9723134188741466e-5,0,7.44973E-06,0,3.04071E-07,0.000123909,9.19122931710797e-6,2.48785E-07,9.60587124118803e-6,1.32685E-06,2.62607E-07,1.89768E-05,3.70413E-06,1.29921E-06,5.88792E-06,0.000135049,0,2.1285E-06,9.26034E-07,4.56106E-07,3.52446E-06,4.69928E-06,2.6468E-05,2.05939E-06,0.000117924,0,4.69928E-07,2.34964E-06,6.46841E-06,0,1.52035E-07,1.24116E-05,1.8658886583602649e-6,9.53676E-07,0,3.86999E-07,0,3.22868E-05,0,5.804986937120824e-7,5.90174E-06,2.90249E-07,2.15614E-06,0,0,2.34964E-07,1.30336E-05,1.38214E-07,5.39035E-07,1.7691388760749177e-6,7.46355E-07,2.644033335883842e-5,8.15462E-07,0,2.07321E-07,4.83749E-07,1.52035E-07,6.21963E-07,0,2.90249E-07,0,1.38214E-07,3.1789214179471176e-7,4.69928E-07,IBD
